sr	ru	words	sr_id
To je moja četkica za zube.	Это моя зубная щётка.	6	3395247
To je ono šta žene hoće.	Это то, чего хотят женщины.	6	6063838
To je vrlo ljubazno od Vas.	Это очень любезно с Вашей стороны.	6	3410383
To nije dobro za spavanje noću.	Это не полезно для ночного сна.	6	3484152
To nije urađeno za sat vremena.	Это не за час сделано.	6	3478391
To se kosi s mojim principima.	Это противоречит моим принципам.	6	3243318
Tom govori pet jezika, uključujući ruski.	Том говорит на пяти языках, включая русский.	6	3414870
Tom i ja smo bili prijatelji.	Мы с Томом были друзьями.	6	5396785
Tom i ja smo bili zauzeti.	Мы с Томом были заняты.	6	4251050
Tom i njegova žena žive odvojeno.	Том и его жена живут отдельно.	6	3414485
Tom ima veliku čvorugu na potiljku.	У Тома большая шишка на затылке.	6	3292534
Tom je jedini koji ovo može.	Том - единственный, кто это может.	6	5029213
Tom je otrčao do svog automobila.	Том побежал к своему автомобилю.	6	4247171
Tom je potpuno zadubljen u igru.	Том полностью погружен в игру.	6	3265649
Tom je prošao kroz detektor metala.	Том прошёл через металлодетектор.	6	3414562
Tom je rekao da izgledam glupo.	Том сказал, что я выгляжу глупо.	6	5873224
Tom je rekao da izgledam užasno.	Том сказал, что я выгляжу ужасно.	6	5841817
Tom je rekao da je zdrav.	Том сказал, что он здоров.	6	5024843
Tom je uradio nešto veoma glupo.	Том сделал что-то очень глупое.	6	3275372
Tom je učio francuski u školi.	Том учил французский в школе.	6	3418593
Tom je verovatno rođen u Australiji.	Том, вероятно, родился в Австралии.	6	5308596
Tom je zapisao Merin broj telefona.	Том записал номер телефона Мэри.	6	4248783
Tom je znao šta je želeo.	Том знал, чего хочет.	6	5043524
Tom jede čokoladu skoro svaki dan.	Том ест шоколад почти каждый день.	6	5308568
Tom me je naučio da čitam.	Том научил меня читать.	6	4975949
Tom mi je danas rekao to.	Том сегодня мне это сказал.	6	4975948
Tom mi je danas rekao to.	Том мне сегодня это сказал.	6	4975948
Tom mi je dao tu knjigu.	Том дал мне ту книгу.	6	5397769
Tom ne voli da radi to.	Том не любит это делать.	6	4250498
Tom ne zna da vozi auto.	Том не умеет водить автомобиль.	6	3440814
Tom neće znati da sam ovde.	Том не узнает, что я здесь.	6	4975921
Tom nije bio spreman da umre.	Том не был готов умереть.	6	3368355
Tom nije imao šta da izgubi.	Тому было нечего терять.	6	5043546
Tom radi od devet do pet.	Том работает с девяти до пяти.	6	3438496
Tom samo što je bio ovde.	Том только что был здесь.	6	4247117
Tom se igra sa svojim sinom.	Том играет со своим сыном.	6	3304892
Tom se uopšte ne plaši zmija.	Том вообще не боится змей.	6	3364114
Tom uskoro dolazi ovde iz Australije.	Том скоро приедет сюда из Австралии.	6	3438453
Tom zna imena svih svojih mušterija.	Том знает имена всех своих клиентов.	6	4790634
Tom zna imena svih svojih mušterija.	Том знает имена всех своих покупателей.	6	4790634
Tom zna imena svih svojih mušterija.	Том знает имена всех своих заказчиков.	6	4790634
Tom zna šta mu se sviđa.	Том знает, что ему нравится.	6	5043522
Tom će dati otkaz u ponedeljak.	Том даст ответ в понедельник.	6	5043486
Tom će se uskoro vratiti kući.	Том скоро вернётся домой.	6	3438458
Tom čita Bibliju po ceo dan.	Том читает Библию целыми днями.	6	4248684
Tom čita Bibliju po ceo dan.	Том читает Библию весь день.	6	4248684
Tomas ne zna kako se zovem.	Томас не знает, как меня зовут.	6	3391260
Tome, potrebna mi je tvoja pomoć.	Том, мне нужна твоя помощь.	6	3438537
Tomov auto ima sto konjskih snaga.	В машине Тома сто лошадиных сил.	6	6475381
Tomu je otac kupio stari moped.	Отец купил Тому старый мопед.	6	3469811
Treba da misliš na svoje zdravlje.	Тебе нужно думать о своём здоровье.	6	5603416
Treba mi soba za dve osobe.	Мне нужна комната на две персоны.	6	3437269
Treba mi soba za dve osobe.	Мне нужен номер на две персоны.	6	3437269
Tri puta sam bio u Kjotou.	Я три раза был в Киото.	6	3253739
Tri četvrtine površine Zemlje je voda.	Вода занимает три четверти поверхности Земли.	6	3262896
Tvoj bicikl je bolji od mog.	Твой велосипед больше моего.	6	3419209
Tvoja knjiga je na pisaćem stolu.	Твоя книга на письменном столе.	6	3425256
Tvoja knjiga je na pisaćem stolu.	Твоя книга лежит на письменном столе.	6	3425256
Tvoja knjiga je u mojoj kancelariji.	Твоя книга в моём офисе.	6	6905695
Tvoja olovka je bolja od moje.	Твой карандаш больше, чем мой.	6	3425248
Tvoja žena je ljuta na tebe.	Твоя жена на тебя сердится.	6	3418564
Tvoja žena je ljuta na tebe.	Твоя жена на тебя злится.	6	3418564
U Bostonu me niko ne zna.	В Бостоне меня никто не знает.	6	5002904
U mojoj bašti ima mnogo voćki.	В моём саду много фруктовых деревьев.	6	3438783
U mom početku je moj kraj.	В моём начале есть мой конец.	6	5848407
Ukrao je veoma dragocen dijamantski prsten.	Он украл очень ценное кольцо с алмазом.	6	4250227
Uspeh je došao polako, ne odjednom.	Успех пришёл медленно, не сразу.	6	5588867
Uvek držim prozor otvorenim dok spavam.	Я всегда держу окно открытым, когда сплю.	6	5028570
Uvek govori o vladi sa prezirom.	Всегда говори о власти с презрением.	6	957661
Uvek sam želeo da te upoznam.	Я всегда хотел с тобой познакомиться.	6	3365503
Učim francuski svakog dana posle večere.	Каждый день после ужина я учу французский.	6	3435319
Učim francuski svakog dana posle večere.	Я каждый день после ужина учу французский.	6	3435319
Vaša imena su Tom i Ken.	Ваши имена - Том и Кен.	6	3243832
Veoma volim ovaj stari deo grada.	Я очень люблю эту старую часть города.	6	3476265
Verovatno nikad više neću koristiti ovo.	Видимо, я никогда больше не буду этим пользоваться.	6	5035386
Većina kuća je bila potpuno uništena.	Большинство домов было полностью уничтожено.	6	3654418
Vidiš, on je dobar igrač bejzbola.	Видишь, он хороший бейсболист.	6	884824
Više ne želim da te vidim.	Я больше не хочу тебя видеть.	6	5397795
Više nema riba u ovoj reci.	В этой реке больше нет рыбы.	6	3311582
Voda ključa na sto stepeni Celzijusa.	Вода кипит при 100 градусах Цельсия.	6	4248495
Voda u bunaru je bila ledena.	Вода в колодце была ледяная.	6	3304814
Volim da dobijam pisma od prijatelja.	Я люблю получать письма от друзей.	6	3440680
Volim da spavam na mekom krevetu.	Я люблю спать на мягкой кровати.	6	3333629
Volim da te gledam dok plešeš.	Я люблю смотреть, как ты танцуешь.	6	5035287
Volim da vas gledam dok igrate.	Я люблю смотреть, как вы играете.	6	5035292
Volim da vas gledam kako igrate.	Я люблю смотреть, как вы играете.	6	5035294
Zaista mi se sviđa vaša muzika.	Мне правда нравится ваша музыка.	6	5034810
Zapravo sam odlučio da uradim to.	Вообще-то я решил сделать это.	6	13395060
Zašro ne pitaju njega za savet?	Почему они не спросят у него совета?	6	3285289
