sr	ru	words	top2000	sr_id
Možete li da mi promenite jedan dolar?	Вы можете разменять мне один доллар?	7	0	3256385
Možeš li da pogodiš koliko imam godina?	Ты можешь угадать, сколько мне лет?	7	0	4782959
Možeš li da razbiješ jaje jednom rukom?	Ты можешь разбить яйцо одной рукой?	7	0	6818469
Možeš li me najaviti za sledeću sedmicu?	Не навестишь меня на следующей неделе?	7	0	1266651
Možeš se lako razboleti u ovoj klimi.	В таком климате ты легко можешь заболеть.	7	0	3415069
Muzej radi od devet do osamnaest časova.	Музей работает с девяти до шести.	7	0	1607294
Na jedno uvo uđe, na drugo izađe.	В одно ухо влетает, в другое - вылетает.	7	0	8906876
Napisao sam ovu pesmu samo za tebe.	Я написал эту песню только для тебя.	7	1	4248746
Napisao sam pismo mom nastavniku na engleskom.	Я написал своему учителю по-английски.	7	0	3363256
Nasilje je jedini jezik koji oni razumeju.	Насилие — единственный язык, который они понимают.	7	0	3541260
Naš avion je poleteo tačno u šest.	Наш самолёт вылетел ровно в шесть.	7	0	1050455
Naša jedina ćerka je umrla od raka.	Наша единственная дочь умерла от рака.	7	0	3425033
Ne govorim Francuski tako dobro kao Tom.	Я не говорю по-французски так хорошо, как Том.	7	0	3296368
Ne krasi mesto čoveka, već čovek mesto.	Не место красит человека, а человек место.	7	0	1243597
Ne mogu da verujem u sve ovo.	Не могу поверить во всё это.	7	1	4250163
Ne mogu da zamislim život bez knjiga.	Я не могу себе представить жизнь без книг.	7	0	4246069
Ne može da se živi bez vode.	Нельзя жить без воды.	7	1	3380054
Ne možeš da se oslanjaš na Toma.	Ты не можешь полагаться на Тома.	7	0	4251422
Ne plaši se da ćeš napraviti grešku.	Не бойся сделать ошибку.	7	0	3494382
Ne uči oca kako se prave deca.	Не учи отца ебаться.	7	0	3501833
Ne vređaj me u prisustvu drugih ljudi.	Не оскорбляй меня в присутствии других людей.	7	0	10042517
Ne zaslužuju svi tekstovi da budu objavljeni.	Не все тексты заслуживают публикации.	7	0	6877166
Ne znam da li imam dovoljno novca.	Я не знаю, достаточно ли у меня денег.	7	1	800837
Ne znam da li je to istina.	Я не знаю, правда ли это.	7	1	8931047
Ne znam da li ću imati vremena.	Я не знаю, будет ли у меня время.	7	1	1102245
Ne čitam tako mnogo knjiga kao ranije.	Я не читаю так много книг, как раньше.	7	0	3296172
Ne želim da jedem ovaj stari hleb.	Я не хочу есть этот старый хлеб.	7	0	884956
Neke engleske reči pozajmljene su iz japanskog.	Некоторые английские слова заимствованы из японского.	7	0	1081779
Nemam prijatelja sa kojima mogu da popričam.	У меня нет друзей, с которыми можно было бы поговорить.	7	0	3439274
Nemam želju da živim u velikom gradu.	У меня нет желания жить в большом городе.	7	0	3650964
Nemački je veoma poetski jezik, zar ne?	Немецкий - очень поэтичный язык, правда?	7	0	5397759
Nije bilo ni jednog oblaka na nebu.	На небе не было ни одного облака.	7	0	3439348
Nije jutro kad svane, već kad ustaneš.	Утро не на рассвете, а когда ты встаёшь.	7	0	398924
Nije prvi put da vidim ovu rečenicu.	Я не в первый раз вижу это предложение.	7	0	3440681
Nijedan pametan čovek to ne bi poverovao.	Ни один разумный человек бы в это не поверил.	7	0	2243920
Nikad ne znaš šta će biti sutra.	Никогда не знаешь, что случится завтра.	7	1	5919503
Nikada nisi poželeo da živiš na ostrvu?	Ты никогда не хотел жить на острове?	7	0	6289844
Niko ne radi. Svi gledaju Svetsko prvenstvo.	Никто не работает. Все смотрят Кубок мира.	7	0	404294
Niko ne zna ko je to uradio.	Никто не знает, кто это сделал.	7	1	8931042
Nisam dovoljno mlad da bih sve znao.	Я не настолько молод, чтобы всё знать.	7	0	6391057
Nisam siguran da je to dobra ideja.	Я не уверен, что это хорошая идея.	7	1	3364121
Ništa ne može da živi bez kiseonika.	Ничто не может жить без кислорода.	7	0	3313791
Njegov otac jede tamo dva puta nedeljno.	Его отец ходит туда два раза в неделю.	7	0	3250779
Njegov otac jede tamo dva puta nedeljno.	Его отец ездит туда два раза в неделю.	7	0	3250779
Njegov uticaj širi se u čitavom regionu.	Его влияние распространяется на всю страну.	7	0	1133554
Njegova nesreća mene je mnogo čemu naučila.	Его неудача меня многому научила.	7	0	1621133
Njegova žena uveče i ujutro muze krave.	Его жена утром и вечером доит коров.	7	0	1498246
Njegove ambicije kretale su se do neba.	Его амбиции простирались до небес.	7	0	3435903
Njemu se dopada da šeta u parku.	Ему нравится гулять в парке.	7	0	1102244
Njihova imena bila su skinuta sa spiska.	Их имена были удалены из списка.	7	0	1232292
Njihovo drugarstvo je postepeno preraslo u ljubav.	Их дружба постепенно переросла в любовь.	7	0	3501836
Njihovo prijateljstvo se postepeno pretvorilo u ljubav.	Их дружба постепенно превратилась в любовь.	7	0	4250741
Novi sneg je belji nego stari sneg.	Новый снег белее, чем старый снег.	7	0	3715065
Odlučio sam da studiram francuski na univerzitetu.	Я решил изучать французский в университете.	7	0	4967613
On je deset godina stariji od tebe.	Он на десять лет старше тебя.	7	0	1091360
On je doveo svoga psa u školu.	Он принёс свою собаку в школу.	7	0	1097800
On je prošao kroz veoma složena vremena.	Он прошёл через очень сложные времена.	7	0	1142608
On je stavio knjigu na pisaći sto.	Он положил книгу на письменный стол.	7	0	3298968
On je tri godine stariji od mene.	Он на три года старше меня.	7	0	3333565
On ju je nazivao svakakvim ružnim rečima.	Он называл ее всякими нехорошими словами.	7	0	1384470
On ne zna gde bi trebao biti.	Он не знает, где должен быть.	7	1	401018
On ne želi da izgubiš celu nedelju.	Он не хочет, чтобы ты потерял целую неделю.	7	0	400805
On svakih pola sata trči u laboratoriju.	Он каждые полчаса бежит в лабораторию.	7	0	396726
On želi da bude jedan od njih.	Он хочет быть одним из них.	7	1	3469416
Ona je bogata, a on je siromašan.	Она богатая, а он бедный.	7	0	1449045
Ona je bogata, a on je siromašan.	Она богата, а он беден.	7	0	1449045
Ona je kupila igračku za svoga sina.	Она купила игрушку для своего сына.	7	0	1056507
Ona je mislila da sam ja lekar.	Она думала, что я врач.	7	0	1050843
Ona je na dijeti već dva meseca.	Она на диете уже два месяца.	7	0	1609965
Ona je napisala knjigu o toj ptici.	Она написала книгу об этой птице.	7	0	1045846
Ona je trenutno nasilna, treba je izbegavati.	Она сейчас буйная. Её лучше избегать.	7	0	398724
Ona mi je mahnula rukom za oproštaj.	Она помахала мне на прощание.	7	0	1113770
Ona ne voli da živi u gradu.	Она не любит жить в городе.	7	1	3288448
Ona ne zna da čita i piše.	Она не умеет читать и писать.	7	0	4243451
Ona nije bila pomenuta u njegovom testamentu.	Она не была упомянута в его завещании.	7	0	1214515
Ona se zaista može ponositi svojom kćerkom.	Она действительно может гордиться своей дочерью.	7	0	1074420
Ona voli da kupuje u malim prodavnicama.	Она любит делать покупки в маленьких магазинах.	7	0	1050865
Oni nisu znali da je Meri udata.	Они не знали, что Мэри замужем.	7	0	3517996
Oni se razlikuju kao nebo i zemlja.	Они отличаются, как небо и земля.	7	0	3298047
